run_time,model,regime,n_images,sw_compute_us,hw_compute_us,compute_speedup_hw_over_sw,hw_endtoend_ms,endtoend_ratio_sw_over_hw,endtoend_ratio_hw_over_sw,hw_csv,sw_accuracy_pct
2025-05-04 23:07:35,lenet5,sequential,200,626989.8,2591.5,241.94,29.75,21.075,0.047,arm_dma_batch_lenet5_data_42.csv,99.00
2025-05-04 23:07:35,lenet5,batched,200,40501.4,2591.5,15.63,29.75,1.361,0.735,arm_dma_batch_lenet5_data_42.csv,99.00
